GEOID,dist_type,store_rowid_p,dist,row,duration,mb_rank
13067031112,D2,10,15128.789176178305,2287,24.854283333333335,MB2
13067031112,D3,54,23230.564777785654,2288,28.48098333333333,MB3
13067031112,D5,9,29852.779397271894,2290,33.14768333333333,MB4
13067031112,D4,50,27944.554098250555,2289,40.330933333333334,MB5
13067031113,D1,8,14123.888296851123,2116,18.047233333333335,MB1
13067031113,D2,10,17324.239687205933,2117,19.48465,MB2
13067031113,D3,54,27232.66211503586,2118,27.976083333333335,MB3
13067031113,D5,53,33905.8113320014,2120,37.19491666666667,MB4
13067031113,D4,50,30997.92147483325,2119,39.82605,MB5
13067031114,D1,8,12548.294992704035,4971,18.599300000000003,MB1
13067031114,D2,10,15567.040432830267,4972,21.33788333333333,MB2
13067031114,D3,54,25690.47666105799,4973,28.52815,MB3
13067031114,D5,9,32783.67347780656,4975,33.19485,MB4
13067031114,D4,50,31065.448555215247,4974,40.378116666666664,MB5
13067031115,D1,8,12774.280123813107,2126,20.548566666666666,MB1
13067031115,D2,10,18785.080072497585,2127,28.255733333333335,MB2
13067031115,D3,54,24939.16707133182,2128,30.477433333333334,MB3
13067031115,D5,53,27946.160145538695,2130,35.58775,MB4
13067031115,D4,50,24951.659892774533,2129,38.43195,MB5
13067031116,D1,8,13314.963804479277,2131,19.216216666666664,MB1
13067031116,D2,10,18803.674919539266,2132,26.289566666666666,MB2
13067031116,D3,54,25761.392671004454,2133,29.145066666666665,MB3
13067031116,D5,53,29225.350693946137,2135,36.82673333333333,MB4
13067031116,D4,50,26156.572940799153,2134,39.67095,MB5
13067031117,D1,8,11350.650960205852,2141,20.05228333333333,MB1
13067031117,D2,10,17911.979634770858,2142,27.603749999999998,MB2
13067031117,D3,54,23237.85732496053,2143,29.981133333333332,MB3
13067031117,D5,53,26661.4871335234,2145,32.46093333333333,MB4
13067031117,D4,50,23965.497788123324,2144,35.16993333333333,MB5
13067031118,D1,8,9917.164215807645,2146,16.99815,MB1
13067031118,D3,54,22425.490042246114,2148,26.927016666666667,MB2
13067031118,D2,10,15843.50527878272,2147,28.468216666666667,MB3
13067031118,D5,53,28304.50811028353,2150,33.770583333333335,MB4
13067031118,D4,50,25912.16027901034,2149,36.47956666666666,MB5
13067031119,D1,8,14044.16131591919,1896,21.133316666666666,MB1
13067031119,D5,53,25826.464124989143,1900,29.852866666666667,MB2
13067031119,D4,54,25428.896575540606,1899,30.960733333333334,MB3
13067031119,D2,10,20780.783949574794,1897,32.22326666666667,MB4
13067031119,D3,50,22554.99739713499,1898,32.697116666666666,MB5
13067031120,D1,8,12589.87054903114,1711,18.599783333333335,MB1
13067031120,D5,53,24591.60231780436,1715,28.20895,MB2
13067031120,D4,54,23617.184165646682,1714,29.09603333333333,MB3
13067031120,D2,10,19775.40812888651,1712,30.358549999999997,MB4
13067031120,D3,50,21678.45759214995,1713,31.053166666666666,MB5
13067031121,D1,8,12888.855167129188,1541,19.069983333333333,MB1
13067031121,D2,10,16456.62583468906,1542,20.41551666666667,MB2
13067031121,D3,54,25976.060237497273,1543,28.998833333333334,MB3
13067031121,D5,9,32823.76188380821,1545,33.665533333333336,MB4
13067031121,D4,50,30162.77600606781,1544,40.84878333333334,MB5
13067031122,D1,8,12985.274527798269,1456,19.36886666666667,MB1
13067031122,D2,10,17163.369892163715,1457,20.7144,MB2
13067031122,D3,54,25955.419221518598,1458,29.297716666666666,MB3
13067031122,D5,53,31878.74715283719,1460,38.51651666666667,MB4
13067031122,D4,50,29023.40131128809,1459,41.624966666666666,MB5
13067031207,D1,8,10670.435962597974,6,16.809350000000002,MB1
13067031207,D2,10,13062.006211808997,7,20.713366666666666,MB2
13067031207,D3,54,23795.641152806576,8,26.7382,MB3
13067031207,D4,9,31265.953915665705,9,31.4049,MB4
13067031207,D5,50,31726.550166320038,10,38.58818333333333,MB5
13067031209,D1,8,8811.905765941521,1,12.521466666666667,MB1
13067031209,D2,10,13413.277870484797,2,21.075816666666665,MB2
13067031209,D3,54,21870.195062783016,3,22.450333333333333,MB3
13067031209,D5,9,28794.93205580131,5,27.117033333333332,MB4
13067031209,D4,50,28545.080014323765,4,34.30036666666667,MB5
13067031212,D1,8,8668.937029098377,5011,15.988933333333334,MB1
13067031212,D2,10,11368.662696912344,5012,17.54375,MB2
13067031212,D3,54,21773.2468480751,5013,25.917783333333333,MB3
13067031212,D4,9,29340.650047826748,5014,30.58448333333333,MB4
13067031212,D5,50,31135.371344445306,5015,37.767783333333334,MB5
13067031213,D1,8,6889.376001724332,1796,15.557116666666667,MB1
13067031213,D2,10,10506.22162491673,1797,20.02808333333333,MB2
13067031213,D3,54,20020.10602741282,1798,25.485966666666666,MB3
13067031213,D4,9,27535.60516193359,1799,30.15266666666667,MB4
13067031213,D5,50,30113.43845053723,1800,37.33598333333334,MB5
13067031214,D1,8,5553.142728582777,1876,8.162833333333333,MB1
13067031214,D2,10,10336.63831756958,1877,20.517316666666666,MB2
13067031214,D3,54,18703.064538991985,1878,20.843216666666667,MB3
13067031214,D4,9,26079.134902772807,1879,25.509916666666665,MB4
13067031214,D5,50,29031.7106130182,1880,32.69325,MB5
13067031215,D1,8,6831.508040310625,1616,11.219466666666667,MB1
13067031215,D3,54,19896.894770355982,1618,21.148316666666666,MB2
13067031215,D2,10,11982.221171531906,1617,23.614433333333334,MB3
13067031215,D4,9,26930.743529172,1619,25.81501666666667,MB4
13067031215,D5,50,28186.431160969794,1620,32.99835,MB5
13067031216,D1,8,9973.315507671543,2446,12.413983333333334,MB1
13067031216,D2,10,13540.999893145628,2447,19.057650000000002,MB2
13067031216,D3,54,23114.39678860452,2448,22.34285,MB3
13067031216,D5,9,30267.71054967001,2450,27.00955,MB4
13067031216,D4,50,30020.269225654993,2449,34.192883333333334,MB5
13067031217,D1,8,11024.518658667803,1806,14.75035,MB1
13067031217,D2,10,14300.841275260198,1807,19.8784,MB2
13067031217,D3,54,24168.255040348573,1808,24.679199999999998,MB3
13067031217,D5,9,31312.271555637617,1810,29.345899999999997,MB4
13067031217,D4,50,30495.873151477594,1809,36.52921666666667,MB5
13067031218,D1,8,9079.101569324073,1901,14.407583333333333,MB1
13067031218,D2,10,12438.617284960077,1902,19.63018333333333,MB2
13067031218,D3,54,22229.46668380484,1903,24.33645,MB3
13067031218,D4,9,29553.375048369373,1904,29.00315,MB4
13067031218,D5,50,30314.76314111546,1905,36.18646666666667,MB5
13067031219,D1,8,8709.520292398956,1471,15.550566666666667,MB1
13067031219,D2,10,12189.17703799622,1472,20.77316666666667,MB2
13067031219,D3,54,21860.00522977479,1473,25.479433333333336,MB3
13067031219,D4,9,29188.27103216686,1474,30.146133333333335,MB4
13067031219,D5,50,30161.28492535955,1475,37.329433333333334,MB5
13067031220,D1,8,8059.517524834224,1601,13.874033333333333,MB1
13067031220,D3,54,20829.319555082267,1603,23.802883333333334,MB2
13067031220,D2,10,13857.017196656621,1602,25.3441,MB3
13067031220,D5,9,27385.64252089015,1605,28.469583333333333,MB4
13067031220,D4,50,26775.058455338305,1604,35.65291666666667,MB5
13067031221,D1,8,6853.33352299961,1416,12.194483333333332,MB1
13067031221,D3,54,19585.472704936914,1418,22.123333333333335,MB2
13067031221,D2,10,13061.472513845316,1417,25.166816666666666,MB3
13067031221,D4,9,26196.954500921096,1419,26.790033333333334,MB4
13067031221,D5,50,26566.744597351353,1420,33.97336666666667,MB5
13067031306,D1,8,11710.407588173468,2296,18.0984,MB1
13067031306,D5,53,21615.92083746379,2300,26.4763,MB2
13067031306,D4,54,21271.422383316683,2299,29.24365,MB3
13067031306,D2,50,19222.34980455436,2297,29.298133333333332,MB4
13067031306,D3,10,19760.422624248044,2298,33.57295,MB5
13067031308,D1,8,10251.21937615199,2301,18.127083333333335,MB1
13067031308,D5,53,20791.75997101395,2305,24.205583333333333,MB2
13067031308,D3,54,18970.800820529494,2303,25.775333333333332,MB3
13067031308,D4,50,19070.21772444378,2304,26.83673333333333,MB4
13067031308,D2,10,18652.63339937454,2302,33.60165,MB5
13067031314,D1,8,5068.9530554781095,1826,9.260483333333333,MB1
13067031314,D3,54,17272.57390033251,1828,20.40575,MB2
13067031314,D2,10,12569.933519860284,1827,24.734916666666667,MB3
13067031314,D4,9,23719.369656654537,1829,25.07245,MB4
13067031314,D5,50,25448.579827301404,1830,28.929066666666664,MB5
13067031315,D1,8,7476.73047600431,1446,17.251033333333332,MB1
13067031315,D3,54,19183.36129862311,1448,28.3963,MB2
13067031315,D2,10,14873.503843422384,1447,29.9885,MB3
13067031315,D5,9,25032.843419138073,1450,33.063,MB4
13067031315,D4,50,23985.480465529745,1449,33.64091666666666,MB5
13067031316,D1,8,5421.713596313652,1651,10.512716666666668,MB1
13067031316,D3,54,16142.659280572028,1653,21.657983333333334,MB2
13067031316,D2,10,13752.251545203584,1652,25.987199999999998,MB3
13067031316,D4,9,21983.903100350417,1654,26.324683333333333,MB4
13067031316,D5,50,23584.599321522805,1655,28.834083333333336,MB5
13067031317,D1,8,7599.893285796883,1391,14.376116666666666,MB1
13067031317,D3,54,17342.971328251508,1393,20.87385,MB2
13067031317,D5,9,22378.057507702775,1395,25.54055,MB3
13067031317,D4,50,21541.326131208087,1394,25.923516666666668,MB4
13067031317,D2,10,15965.250155692744,1392,29.850649999999998,MB5
13067031318,D1,8,7753.554793945926,1641,14.46785,MB1
13067031318,D2,54,15616.111115436559,1642,20.613566666666667,MB2
13067031318,D5,50,20562.371503316426,1645,24.52831666666667,MB3
13067031318,D4,9,20150.97891816456,1644,25.280266666666666,MB4
13067031318,D3,10,16375.71558185091,1643,30.465716666666665,MB5
13067031319,D1,8,7757.489933838249,1871,13.897333333333334,MB1
13067031319,D2,54,15948.382588098113,1872,20.04305,MB2
13067031319,D5,50,20636.805350280745,1875,23.957800000000002,MB3
13067031319,D4,9,20545.283093274043,1874,24.70975,MB4
13067031319,D3,10,16362.511851367293,1873,29.895216666666666,MB5
13067031320,D1,8,10068.500493238036,1816,15.2326,MB1
13067031320,D5,53,19086.572617380458,1820,18.477866666666667,MB2
13067031320,D2,54,16647.877125968527,1817,21.050633333333334,MB3
13067031320,D3,50,18217.954450529767,1818,21.109016666666665,MB4
13067031320,D4,10,18696.67354850562,1819,30.902783333333332,MB5
13067031321,D1,8,8959.892810939102,1811,17.78695,MB1
13067031321,D2,54,14657.623086927137,1812,23.604966666666666,MB2
13067031321,D5,50,19343.94625050802,1815,26.6039,MB3
13067031321,D4,9,18386.052999971034,1814,27.693050000000003,MB4
13067031321,D3,10,17532.075224169308,1813,33.457116666666664,MB5
13067031322,D1,8,11605.829973522685,1821,19.319650000000003,MB1
13067031322,D3,53,18537.994893036856,1823,21.66531666666667,MB2
13067031322,D2,50,17044.024691914958,1822,24.29645,MB3
13067031322,D4,54,18712.424273689212,1824,24.457783333333335,MB4
13067031322,D5,10,20183.867681743388,1825,34.30995,MB5
13067031323,D1,8,12260.741875184274,1801,17.062483333333333,MB1
13067031323,D3,53,19149.743395037025,1803,20.324616666666667,MB2
13067031323,D2,50,17125.08818800941,1802,22.955750000000002,MB3
13067031323,D4,54,20205.977622148144,1804,26.658316666666668,MB4
13067031323,D5,10,20704.999998418825,1805,32.53705,MB5
13067031324,D1,8,9515.595053623469,1866,15.38155,MB1
13067031324,D3,54,20406.7669887422,1868,26.526816666666665,MB2
13067031324,D5,53,24148.05961324605,1870,27.0671,MB3
13067031324,D4,50,22025.552528647222,1869,28.41783333333333,MB4
13067031324,D2,10,17165.394385634,1867,30.856083333333334,MB5
13067031325,D1,8,10396.980224599163,1606,19.573716666666666,MB1
13067031325,D3,54,21741.132001273236,1608,29.502566666666667,MB2
13067031325,D2,10,17610.51857907807,1607,30.7651,MB3
13067031325,D5,53,25107.819965054947,1610,31.331366666666668,MB4
13067031325,D4,50,22685.09820115009,1609,32.682116666666666,MB5
13067031409,D2,8,16522.417427547727,2027,22.003966666666667,MB1
13067031409,D1,50,15473.679494016787,2026,23.840483333333335,MB2
13067031409,D3,53,18938.747483780677,2028,25.7625,MB3
13067031409,D5,54,24855.38498237086,2030,31.70675,MB4
13067031409,D4,10,24677.116367991734,2029,37.47848333333333,MB5
13067031410,D1,8,16314.362143351645,1791,27.689933333333332,MB1
13067031410,D4,53,25058.655056437503,1794,33.69541666666667,MB2
13067031410,D3,10,23231.59082527873,1793,34.276133333333334,MB3
13067031410,D2,50,21305.47521590344,1792,36.539633333333335,MB4
13067031410,D5,54,27230.390179697773,1795,38.835166666666666,MB5
13067031411,D1,8,16460.39216486571,2451,24.391016666666665,MB1
13067031411,D2,50,18972.729497880093,2452,28.224416666666666,MB2
13067031411,D3,53,22717.08999601893,2453,30.045483333333333,MB3
13067031411,D5,54,26494.644378860863,2455,35.53626666666666,MB4
13067031411,D4,10,23935.60673487552,2454,36.695233333333334,MB5
13067031412,D1,8,14639.722254168715,1741,22.065566666666665,MB1
13067031412,D4,53,23139.518523862254,1744,26.200266666666668,MB2
13067031412,D2,50,19810.089630377006,1742,29.044466666666665,MB3
13067031412,D5,54,24957.469255452157,1745,32.533966666666664,MB4
13067031412,D3,10,22092.737381273426,1743,34.29356666666667,MB5
13067031413,D1,8,15159.596877375856,1576,23.563966666666666,MB1
13067031413,D3,53,21621.439146985023,1578,25.67523333333333,MB2
13067031413,D2,50,18260.470168837262,1577,28.519433333333332,MB3
13067031413,D5,54,24792.346500525167,1580,32.00893333333333,MB4
13067031413,D4,10,22921.98681934809,1579,35.48758333333333,MB5
13067031414,D1,8,13153.761125732575,1581,18.296133333333334,MB1
13067031414,D4,53,21607.468257841996,1584,23.741333333333333,MB2
13067031414,D2,50,18793.386116627786,1582,26.585516666666667,MB3
13067031414,D5,54,22785.12196738619,1585,29.441399999999998,MB4
13067031414,D3,10,21061.934127943394,1583,33.7707,MB5
13067031415,D1,8,14469.225028793779,1591,19.11818333333333,MB1
13067031415,D3,53,20140.365074773857,1593,22.487266666666667,MB2
13067031415,D2,50,17136.589874792793,1592,25.33145,MB3
13067031415,D5,54,23364.826129469024,1595,28.82095,MB4
13067031415,D4,10,22558.878313140718,1594,34.59275,MB5
13067031416,D1,50,12214.558747755133,4891,19.795366666666666,MB1
13067031416,D2,53,15877.400217770137,4892,20.061466666666668,MB2
13067031416,D3,8,18589.602848969702,4893,24.2662,MB3
13067031416,D4,54,25405.67829413573,4894,30.426283333333334,MB4
13067031416,D5,10,27010.339815085612,4895,39.93635,MB5
13067031417,D2,8,15334.530908997294,1492,19.397233333333336,MB1
13067031417,D3,53,17180.683111220897,1493,20.22843333333333,MB2
13067031417,D1,50,14481.148247503053,1491,20.42236666666667,MB3
13067031417,D4,54,22547.378571557696,1494,27.01375,MB4
13067031417,D5,10,23784.524064290632,1495,34.8718,MB5
13067031506,D1,50,16820.284726832844,4976,24.20125,MB1
13067031506,D2,8,20631.7151543476,4977,28.7655,MB2
13067031506,D3,53,21475.979649245193,4978,31.804633333333335,MB3
13067031506,D5,54,29828.75180857993,4980,38.46523333333334,MB4
13067031506,D4,10,28283.47878757496,4979,39.122233333333334,MB5
13067031507,D1,50,17230.93837356499,2136,25.3361,MB1
13067031507,D2,8,18564.365260446044,2137,28.147383333333334,MB2
13067031507,D3,53,21425.009326474323,2138,31.8463,MB3
13067031507,D5,54,27929.85671262631,2140,37.8501,MB4
13067031507,D4,10,26242.280235956103,2139,40.552416666666666,MB5
13067031510,D1,50,18772.56351987349,1476,26.742116666666668,MB1
13067031510,D2,8,19971.286450820684,1477,29.6361,MB2
13067031510,D3,53,23288.943849302406,1478,33.950783333333334,MB3
13067031510,D4,10,27293.144043323453,1479,35.4852,MB4
13067031510,D5,54,29896.216554959832,1480,40.28445,MB5
13067031511,D1,50,12434.48512281965,1501,19.432399999999998,MB1
13067031511,D4,42,26819.915309115873,1504,27.488883333333334,MB2
13067031511,D2,53,17655.758580699043,1502,27.946966666666665,MB3
13067031511,D3,8,23405.17777907699,1503,29.283849999999997,MB4
13067031511,D5,51,29125.388767244862,1505,39.69538333333333,MB5
13067031512,D1,50,10313.085934997947,1506,15.477616666666668,MB1
13067031512,D2,53,14830.261060398885,1507,23.0213,MB2
13067031512,D3,8,21443.803434884056,1508,29.354699999999998,MB3
13067031512,D5,54,27799.51378395314,1510,35.51476666666667,MB4
13067031512,D4,51,26571.151325852963,1509,35.7375,MB5
13067031513,D1,50,13782.857364786112,1496,18.711666666666666,MB1
13067031513,D2,53,18385.18333020048,1497,24.7047,MB2
13067031513,D3,8,20726.825502515054,1498,25.205266666666667,MB3
13067031513,D4,54,28690.795492259967,1499,31.36535,MB4
13067031513,D5,10,28821.30097019123,1500,40.8754,MB5
13067031514,D1,50,15264.28460628961,1551,20.60945,MB1
13067031514,D4,42,28565.19451306319,1554,26.851016666666666,MB2
13067031514,D2,53,20233.30077707893,1552,28.212833333333332,MB3
13067031514,D3,8,22142.629551940907,1553,29.340416666666666,MB4
13067031514,D5,10,29986.703781977783,1555,44.38353333333334,MB5
13067031515,D1,50,16474.4349063533,1556,21.991283333333335,MB1
13067031515,D4,42,27005.372745589353,1559,26.330666666666666,MB2
13067031515,D2,53,21815.165421250862,1557,29.594683333333332,MB3
13067031515,D3,8,24261.830312011607,1558,30.095233333333333,MB4
13067031515,D5,29,30793.72737284245,1560,40.94436666666666,MB5
13067031516,D1,50,16325.185501765121,1401,22.081316666666666,MB1
13067031516,D4,42,27566.716877986106,1404,26.420683333333333,MB2
13067031516,D2,53,21559.04889047969,1402,29.684700000000003,MB3
13067031516,D3,8,23602.949522885894,1403,30.18525,MB4
13067031516,D5,10,31273.43340700399,1405,40.52646666666667,MB5
13067031517,D1,8,18247.038206390953,1701,29.185983333333336,MB1
13067031517,D2,50,21074.108337384554,1702,30.15815,MB2
13067031517,D4,53,25223.529110603664,1704,33.5007,MB3
13067031517,D3,10,25126.583809730528,1703,35.050050000000006,MB4
13067031517,D5,54,29020.3492126548,1705,39.83435,MB5
13067031518,D1,8,18618.43603063134,1856,28.105166666666666,MB1
13067031518,D2,50,19573.68294728373,1857,29.077350000000003,MB2
13067031518,D3,53,23810.566863723427,1858,32.41988333333333,MB3
13067031518,D4,10,25826.15356291498,1859,35.29755,MB4
13067031518,D5,54,28871.531056732376,1860,38.753550000000004,MB5
