store_url,store_name,store_num,state,stradd,city,lat,long,class,Tobaco,Adult Beverage,Propane,Fresh Produce
https://www.familydollar.com/locations/ga/union-city/31580/,FAMILY DOLLAR #11580,11580,GA,3985 Flat Shoals Road,Union City,33.58770628,-84.51848225,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/union-city/25868/,FAMILY DOLLAR #5868,5868,GA,4960 Roosevelt Hwy,Union City,33.595413,-84.549133,hideitY,1,0,1,1
https://www.familydollar.com/locations/ga/valdosta/30742/,FAMILY DOLLAR #10742,10742,GA,3820 Inner Perimeter Rd,Valdosta,30.882082,-83.266597,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/valdosta/20420/,FAMILY DOLLAR #420,420,GA,1905 North Ashley Street,Valdosta,30.856118,-83.28022,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/valdosta/25800/,FAMILY DOLLAR #5800,5800,GA,512 E Central Ave,Valdosta,30.833889,-83.272303,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/valdosta/28389/,FAMILY DOLLAR #8389,8389,GA,964 N. St. Augustine Rd,Valdosta,30.83709,-83.318022,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/vidalia/20241/,FAMILY DOLLAR #241,241,GA,1101h E First St,Vidalia,32.211436,-82.401606,hideitY,1,1,0,0
https://www.familydollar.com/locations/ga/vienna/30176/,FAMILY DOLLAR #10176,10176,GA,201 N. 3rd Street,Vienna,32.09305763,-83.7965983,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/villa-rica/32190/,FAMILY DOLLAR #12190,12190,GA,9591 Conners Rd,Villa Rica,33.731457,-84.89932,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/villa-rica/20492/,FAMILY DOLLAR #492,492,GA,451 W Bankhead Hwy,Villa Rica,33.733367,-84.929619,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/wadley/26061/,FAMILY DOLLAR #6061,6061,GA,60 Butts St,Wadley,32.862503,-82.402763,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/warner-robins/20228/,FAMILY DOLLAR #228,228,GA,562 N Davis Dr,Warner Robins,32.632945,-83.611919,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/warner-robins/23771/,FAMILY DOLLAR #3771,3771,GA,827 N Houston Rd,Warner Robins,32.63395,-83.643081,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/warner-robins/24558/,FAMILY DOLLAR #4558,4558,GA,2030 Watson Boulevard,Warner Robins,32.61893222,-83.65040374,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/warner-robins/24580/,FAMILY DOLLAR #4580,4580,GA,1000 Russell Pkwy,Warner Robins,32.594397,-83.643045,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/warrenton/24293/,FAMILY DOLLAR #4293,4293,GA,1156 Legion Dr,Warrenton,33.401741,-82.667458,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/watkinsville/28137/,FAMILY DOLLAR #8137,8137,GA,2061 Hog Mountain Road,Watkinsville,33.873749,-83.438825,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/waycross/20694/,FAMILY DOLLAR #694,694,GA,578 State St,Waycross,31.21847,-82.357752,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/waycross/29115/,FAMILY DOLLAR #9115,9115,GA,2000 South Georgia Parkway Wes,Waycross,31.20947887,-82.38919748,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/waynesboro/20117/,FAMILY DOLLAR #117,117,GA,110 E 7th St,Waynesboro,33.09146867,-82.01611454,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/winder/20105/,FAMILY DOLLAR #105,105,GA,208 N Broad St #G,Winder,33.998932,-83.712805,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/wrightsville/21047/,FAMILY DOLLAR #1047,1047,GA,212 W Trilby St,Wrightsville,32.732077,-82.721924,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/alamo/32857/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/atlanta/32612/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/augusta/33763/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/chatsworth/33791/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/cochran/32852/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/columbus/32160/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/columbus/32630/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/columbus/32685/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/concord/32997/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/cordele/32903/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/cordele/33808/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/crawfordville/32698/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/cusseta/32990/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/dallas/33484/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/dallas/28826/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
