GEOID,dist_type,store_rowid,row,duration,mb_rank
13063040525,D2,369,1912,8.786683333333334,MB1
13089023315,D2,696,5017,8.78895,MB2
13067031320,D5,64,1820,8.788983333333334,MB4
13135050328,D1,617,3561,8.79615,MB2
13089023325,D4,525,4554,8.797866666666666,MB3
13121003700,D3,57,2383,8.80095,MB2
13063040623,D1,424,3636,8.801883333333334,MB1
13067030275,D2,3,1697,8.805250000000001,MB2
13121010306,D1,49,766,8.8097,MB1
13135050433,D2,517,2012,8.8156,MB2
13067030233,D3,568,2153,8.816049999999999,MB3
13121002500,D3,57,2358,8.816066666666668,MB2
13135050739,D1,698,2821,8.81805,MB2
13063040638,D1,370,941,8.821083333333332,MB1
13067030220,D2,3,4982,8.822683333333334,MB3
13067030245,D1,6,1406,8.823200000000002,MB3
13089023112,D5,198,415,8.824366666666666,MB5
13089023430,D1,526,4431,8.824483333333335,MB1
13135050733,D5,697,2975,8.835716666666666,MB5
13089022700,D1,303,3326,8.835733333333334,MB1
13089023220,D4,690,4514,8.838716666666667,MB3
13089023441,D2,305,4407,8.840016666666665,MB3
13067030104,D3,5,2228,8.840716666666667,MB3
13121012300,D3,48,168,8.841633333333334,MB4
13089023328,D4,525,4564,8.845049999999999,MB4
13121010533,D4,660,584,8.852616666666668,MB1
13135050748,D2,530,2852,8.85405,MB2
13089023701,D3,302,1313,8.8559,MB1
13063040632,D3,717,3678,8.856349999999999,MB3
13121007602,D4,48,4384,8.857933333333333,MB3
13135050623,D3,268,3143,8.859983333333334,MB2
13089023108,D5,302,195,8.866033333333332,MB2
13067031413,D5,569,1580,8.867983333333333,MB2
13121008203,D2,50,692,8.875083333333333,MB3
13121011430,D1,46,951,8.875499999999999,MB1
13135050751,D2,529,2837,8.875783333333334,MB2
13121005700,D5,52,2640,8.879999999999999,MB3
13121005000,D3,48,2588,8.8803,MB2
13121011204,D2,47,3912,8.8819,MB4
13089023327,D3,524,4683,8.884549999999999,MB3
13135050628,D2,268,3272,8.892916666666668,MB2
13121005000,D4,47,2589,8.893849999999999,MB3
13063040423,D2,659,3672,8.896633333333334,MB1
13089023102,D4,198,144,8.898133333333334,MB4
13089022304,D1,690,4491,8.899066666666666,MB1
13121011801,D1,59,4106,8.9023,MB2
13135050619,D1,61,2731,8.904483333333333,MB1
13135050744,D2,531,2792,8.908216666666668,MB3
13089021301,D4,616,454,8.911283333333333,MB2
13135050442,D3,517,3493,8.914,MB3
13121006100,D2,57,2647,8.917466666666666,MB2
13067031122,D3,569,1458,8.918949999999999,MB3
13067030265,D1,488,1516,8.929366666666665,MB1
13067031120,D4,695,1714,8.93745,MB4
13121004900,D4,48,2584,8.9423,MB1
13135050238,D1,344,3181,8.945316666666667,MB1
13121007705,D2,348,52,8.946033333333332,MB2
13063040308,D3,509,1933,8.94975,MB3
13067030349,D1,487,1751,8.9511,MB1
13089023802,D1,54,4321,8.954116666666666,MB1
13135050451,D1,617,2796,8.955716666666666,MB1
13135050329,D3,314,3403,8.957249999999998,MB3
13121008103,D4,47,3984,8.958216666666667,MB4
13121007711,D5,50,3855,8.964383333333334,MB4
13089021912,D3,517,2273,8.965366666666666,MB1
13089022011,D4,724,1204,8.969466666666667,MB4
13063040410,D4,651,4834,8.971733333333333,MB1
13121007302,D2,48,3847,8.972466666666666,MB3
13089021912,D2,724,2272,8.9763,MB2
13063040637,D2,423,887,8.977533333333334,MB2
13089023215,D4,690,1114,8.978933333333334,MB2
13067031413,D2,567,1577,8.993,MB3
13121006400,D2,48,2657,8.9946,MB1
13089023425,D2,305,4352,8.9951,MB2
13089023702,D1,54,4456,8.9955,MB2
13135050465,D3,617,2713,8.996483333333334,MB3
13089023209,D4,523,224,8.997166666666667,MB4
13121010526,D3,216,828,8.998016666666667,MB2
13121008602,D3,544,2668,9.003416666666668,MB4
13089023410,D4,305,389,9.0104,MB2
13089023211,D3,526,228,9.010716666666667,MB2
13135050752,D2,697,2847,9.010983333333334,MB2
13063040523,D4,217,1999,9.01145,MB4
13121007806,D3,544,2498,9.011566666666665,MB3
13135050736,D3,530,2833,9.011916666666668,MB3
13121010117,D1,46,1351,9.021233333333333,MB1
13135050585,D1,268,3131,9.025466666666667,MB1
13089023108,D3,305,193,9.028116666666667,MB3
13067031518,D2,569,1857,9.033633333333334,MB2
13089020802,D2,302,327,9.033666666666667,MB2
13063040634,D3,660,883,9.03375,MB2
13089020901,D4,302,1319,9.040066666666666,MB2
13089020902,D2,302,4452,9.040233333333333,MB2
13121006500,D2,47,2662,9.041133333333333,MB3
13063040419,D4,381,904,9.041266666666667,MB4
13121001501,D1,59,4006,9.0467,MB1
13135050551,D1,345,3511,9.05025,MB1
13135050750,D3,697,3068,9.05305,MB2
13089023329,D2,526,4657,9.06175,MB3
13089022502,D2,690,4537,9.062133333333332,MB1
13135050550,D1,345,2816,9.06775,MB1
13089023211,D2,305,227,9.068016666666667,MB3
13121010524,D2,58,4027,9.06895,MB2
13063040626,D2,370,3692,9.069133333333333,MB2
13067031512,D1,336,1506,9.073183333333333,MB1
13135050437,D3,519,3523,9.073550000000001,MB3
13121010601,D2,56,4727,9.07545,MB2
13121011431,D1,46,946,9.090016666666665,MB1
13121005504,D1,54,741,9.096516666666668,MB3
13063040525,D3,370,1913,9.098833333333333,MB2
13089023410,D2,304,387,9.099366666666667,MB3
13063040410,D1,596,4831,9.10055,MB2
13089023435,D1,524,4591,9.1051,MB1
13135050446,D1,617,2856,9.105616666666666,MB1
13063040528,D3,658,933,9.110466666666667,MB3
13067031409,D3,545,2028,9.112616666666666,MB3
13067031117,D2,568,2142,9.114716666666668,MB2
13135050328,D3,519,3563,9.114783333333332,MB3
13089021712,D1,314,1251,9.117483333333332,MB1
13121007703,D4,50,444,9.120483333333334,MB3
13089023427,D1,524,261,9.126166666666668,MB2
13135050327,D4,314,3104,9.1268,MB2
13121011203,D2,52,3857,9.127783333333333,MB2
13135050582,D1,268,2726,9.127883333333333,MB1
13089021817,D3,723,4533,9.13025,MB3
13067030911,D3,567,1538,9.132716666666665,MB3
13121010221,D1,46,4161,9.1359,MB1
13063040522,D4,660,1994,9.140183333333333,MB3
13067031517,D2,569,1702,9.14405,MB2
13121007709,D3,49,793,9.146633333333334,MB2
13121010529,D3,216,843,9.150616666666668,MB3
13135050223,D1,344,3026,9.157016666666667,MB1
13067031319,D5,50,1875,9.159783333333333,MB3
13121002300,D4,51,2489,9.159916666666668,MB1
13121010533,D3,368,583,9.1636,MB2
13067031119,D5,63,1900,9.165633333333334,MB5
13067030271,D1,567,1861,9.167983333333332,MB1
13067031308,D5,544,2305,9.168299999999999,MB3
13089021916,D5,722,1110,9.168800000000001,MB5
13121006602,D3,52,4703,9.17485,MB3
13067030332,D1,570,2181,9.179083333333333,MB1
13121003700,D4,48,2384,9.202916666666665,MB3
13089023102,D5,722,145,9.206516666666666,MB5
13067031308,D2,62,2302,9.2148,MB4
13121005501,D1,54,2631,9.217733333333333,MB3
13063040633,D2,715,4802,9.2197,MB2
13067031507,D1,567,2136,9.221616666666668,MB1
13121011310,D3,216,748,9.22255,MB3
13067030275,D4,6,1699,9.222566666666667,MB3
13135050464,D3,617,3358,9.224833333333333,MB3
13089023445,D4,303,1089,9.229966666666666,MB4
13135050564,D1,268,3121,9.232966666666666,MB1
13089020801,D1,303,4306,9.239083333333333,MB1
13121004800,D5,52,2575,9.239333333333333,MB2
13089023326,D1,696,4651,9.248133333333334,MB3
13067031409,D5,567,2030,9.248850000000001,MB4
13121006400,D3,52,2658,9.249133333333333,MB2
13089022013,D4,690,1159,9.252633333333334,MB2
13121005800,D3,52,2643,9.252783333333333,MB3
13135050749,D2,518,3332,9.254483333333333,MB3
13121001902,D4,57,834,9.260349999999999,MB4
13067031314,D2,51,1827,9.260483333333333,MB2
13121010537,D3,58,713,9.262766666666666,MB3
13135050119,D1,125,2931,9.26435,MB1
13089022303,D2,198,4497,9.268483333333334,MB2
13121011901,D1,59,846,9.268566666666667,MB2
13089021823,D1,517,4611,9.27075,MB1
13089023440,D3,526,4648,9.271383333333334,MB4
13063040538,D1,659,4786,9.273883333333334,MB2
13121006200,D4,52,2374,9.274149999999999,MB4
13067030260,D2,6,4912,9.27675,MB2
13089021816,D1,314,4556,9.2797,MB1
13121006400,D1,54,2656,9.2798,MB3
13063040421,D5,596,3670,9.279866666666667,MB3
13135050722,D4,518,2174,9.281533333333334,MB3
13063040510,D5,216,4875,9.282333333333334,MB4
13121004900,D1,54,2581,9.28385,MB2
13089023214,D2,526,172,9.288083333333333,MB1
13135050118,D1,125,3426,9.288983333333334,MB1
13135050449,D3,519,3373,9.2942,MB3
13063040521,D4,660,1949,9.295933333333332,MB2
13089023426,D2,305,487,9.297816666666668,MB2
13135050221,D2,344,3192,9.297933333333333,MB1
13063040202,D5,596,4840,9.299216666666666,MB4
13067031410,D1,567,1791,9.302016666666667,MB2
13089023111,D2,303,207,9.3073,MB3
13121010307,D1,53,751,9.307733333333335,MB1
13089021305,D3,616,113,9.308933333333332,MB2
13067030111,D4,5,4899,9.309,MB4
13089021911,D2,844,332,9.311133333333334,MB2
13067030910,D2,569,1462,9.314416666666666,MB1
13121002802,D3,47,3793,9.316550000000001,MB3
13135050452,D4,517,3554,9.318566666666667,MB2
13089022010,D3,690,213,9.321266666666666,MB2
13121009202,D2,55,3922,9.322533333333332,MB1
13121012000,D1,47,2396,9.324283333333334,MB3
13135050742,D1,535,2786,9.327683333333333,MB1
13121011901,D3,47,848,9.330716666666666,MB3
13121010531,D4,660,4039,9.331633333333334,MB3
13063040302,D3,509,4828,9.334816666666667,MB3
13121004200,D3,48,2378,9.336233333333332,MB4
13135050458,D1,518,3341,9.339016666666668,MB1
13067030246,D3,6,4928,9.339283333333332,MB3
13089023430,D3,305,4433,9.34445,MB2
13121008202,D4,57,2604,9.350666666666665,MB5
13089023332,D3,722,1198,9.352533333333334,MB2
13135050232,D1,344,3606,9.3527,MB1
13089021816,D3,617,4558,9.356366666666666,MB2
13067031411,D2,63,2452,9.35825,MB3
13089023220,D2,723,4512,9.358283333333333,MB4
13089022001,D2,690,2312,9.359133333333334,MB2
13135050452,D2,618,3552,9.359383333333334,MB3
13067030273,D3,825,1688,9.361083333333333,MB3
13135050746,D2,697,2777,9.3619,MB2
13063040531,D2,658,3697,9.362116666666667,MB2
13135050440,D4,617,2889,9.366150000000001,MB3
13089023442,D4,524,1304,9.367683333333334,MB3
13067030414,D1,570,2046,9.368916666666667,MB1
13121004800,D3,47,2573,9.374083333333335,MB3
13089023111,D4,723,209,9.376216666666666,MB4
13135050306,D4,616,74,9.379116666666667,MB3
13067030259,D3,6,1328,9.384383333333334,MB3
13089021824,D1,724,1136,9.394483333333334,MB1
13089023332,D2,526,1197,9.401366666666666,MB3
13121010536,D1,53,4021,9.4055,MB1
13121009201,D1,55,3951,9.406466666666667,MB1
13135050222,D2,345,3197,9.406716666666666,MB2
13089023323,D3,518,4663,9.409133333333333,MB3
13121006601,D5,56,4715,9.411100000000001,MB4
13089023505,D3,305,478,9.413833333333335,MB3
13067031413,D3,545,1578,9.414783333333332,MB4
13089021308,D1,55,151,9.416883333333335,MB1
13067030408,D1,570,2076,9.421016666666667,MB1
13063040629,D4,660,4749,9.42255,MB2
13067031113,D2,570,2117,9.433816666666667,MB1
13063040510,D4,659,4874,9.43845,MB5
13067031114,D1,695,4971,9.450683333333334,MB1
13067030329,D1,570,2291,9.4527,MB1
13067031319,D3,522,1873,9.4551,MB4
13121011202,D4,48,3739,9.456283333333333,MB3
13135050311,D4,314,2694,9.457716666666666,MB3
13121006000,D5,50,2685,9.45815,MB3
13121006300,D2,47,2652,9.4778,MB3
13089023438,D2,302,4677,9.478433333333333,MB2
13089022501,D1,303,4436,9.479733333333334,MB1
13089023429,D3,525,4468,9.481016666666667,MB3
13089021225,D1,314,1146,9.482066666666666,MB1
13135050227,D2,616,3602,9.482816666666668,MB1
13067031005,D5,63,2270,9.4847,MB5
13089021602,D1,55,2701,9.4871,MB1
13089023311,D5,696,465,9.487950000000001,MB4
13121010531,D2,53,4037,9.4923,MB4
13067030108,D1,4,1836,9.492533333333334,MB1
13063040424,D3,596,4773,9.50015,MB2
13089023218,D2,305,4427,9.501366666666666,MB2
13067031321,D1,62,1811,9.50145,MB1
13135050747,D2,530,2782,9.503916666666667,MB2
13089021823,D2,724,4612,9.504266666666666,MB2
13089023331,D3,722,4618,9.508366666666666,MB3
13089022010,D2,723,212,9.509116666666667,MB3
13135050446,D2,517,2857,9.509533333333334,MB2
13121004100,D3,48,2563,9.5133,MB3
13063040414,D3,596,1943,9.517016666666667,MB4
13089023101,D2,302,137,9.518366666666667,MB2
13067031325,D2,545,1607,9.5246,MB1
13063040525,D1,659,1911,9.531833333333333,MB3
13063040537,D1,659,4781,9.533416666666666,MB1
13135050215,D2,344,1967,9.536516666666667,MB2
13063040522,D3,659,1993,9.541566666666666,MB4
13121010601,D4,52,4729,9.5455,MB3
13089021409,D1,55,201,9.546383333333333,MB1
13135050627,D2,61,3247,9.546583333333333,MB2
13135050334,D5,344,3500,9.547433333333334,MB1
13089022005,D5,722,2320,9.551799999999998,MB5
13089023431,D1,526,4516,9.55485,MB3
13121001502,D1,59,3861,9.554933333333334,MB1
13067031324,D4,695,1869,9.556516666666665,MB5
13121011000,D3,348,2413,9.556983333333333,MB4
13067030365,D1,570,1646,9.560333333333334,MB1
13067031118,D2,568,2147,9.561516666666668,MB2
13067030104,D4,2,2229,9.56255,MB4
13089023114,D5,724,420,9.563649999999999,MB5
13089023330,D4,524,4674,9.566116666666666,MB4
13063040536,D2,658,907,9.56625,MB3
13121010130,D1,46,4136,9.570166666666667,MB1
13067031120,D5,568,1715,9.571133333333334,MB5
13135050221,D1,345,3191,9.571316666666666,MB2
13067031510,D2,569,1477,9.579199999999998,MB2
13089022007,D5,303,4340,9.58355,MB4
13089023507,D2,304,2322,9.586383333333334,MB3
13089021911,D3,723,333,9.594333333333333,MB3
13135050550,D2,519,2817,9.5953,MB2
13089021910,D2,723,407,9.599833333333333,MB3
13121010309,D3,335,4233,9.60335,MB1
13067030270,D2,569,1432,9.608666666666666,MB2
13089023000,D3,198,133,9.60905,MB3
13121009001,D1,59,3881,9.611933333333333,MB1
13121003800,D3,57,2533,9.616416666666668,MB2
13121010517,D2,58,757,9.618033333333333,MB4
13067031416,D3,336,4893,9.622216666666667,MB3
13089020200,D1,59,4341,9.625300000000001,MB1
13121010604,D5,56,4740,9.626733333333334,MB5
13063040204,D3,658,1938,9.629383333333333,MB3
13121007302,D5,596,3850,9.632683333333334,MB4
13121002600,D2,47,2507,9.633683333333332,MB1
13089021217,D2,618,197,9.640333333333333,MB3
13067030255,D2,488,1587,9.642966666666666,MB3
13067030109,D5,363,1565,9.643833333333333,MB3
13089021912,D4,518,2274,9.644183333333332,MB3
13135050224,D1,344,3281,9.644416666666666,MB1
13067031413,D4,64,1579,9.647266666666667,MB5
13089023319,D2,524,4447,9.649483333333334,MB3
13121011902,D3,47,3798,9.649983333333333,MB2
13089023326,D2,518,4652,9.650833333333333,MB4
13121007200,D3,596,2368,9.6609,MB2
13089022010,D4,724,214,9.661083333333332,MB4
13089023311,D4,844,464,9.663733333333333,MB5
13063040633,D3,509,4803,9.666266666666667,MB3
13121004000,D3,51,2558,9.667766666666667,MB4
13089021308,D2,314,152,9.669883333333333,MB2
13121011202,D3,52,3738,9.672033333333333,MB4
13135050438,D3,517,3408,9.672133333333333,MB3
13089023701,D1,54,1311,9.684,MB2
13063040203,D5,660,1985,9.684500000000002,MB2
13121007200,D2,52,2367,9.686016666666665,MB3
13121011902,D5,52,3800,9.687016666666667,MB3
13063040423,D1,658,3671,9.693783333333332,MB2
13063040521,D2,659,1947,9.697316666666667,MB3
13135050117,D1,125,3616,9.704416666666667,MB1
13089023219,D2,722,4582,9.705166666666665,MB5
13121002600,D1,59,2506,9.708933333333333,MB2
13089021502,D1,55,2696,9.711283333333334,MB1
13121007709,D1,348,791,9.714216666666665,MB3
13135050435,D4,345,2019,9.715166666666667,MB4
13067031117,D3,569,2143,9.716199999999999,MB3
13121008500,D3,47,2623,9.718883333333334,MB3
13135050327,D2,617,3102,9.721666666666666,MB3
13089021211,D3,616,378,9.726783333333334,MB2
13067031320,D3,545,1818,9.726783333333334,MB5
13135050760,D1,697,3366,9.727666666666666,MB1
13135050330,D4,314,3509,9.727966666666667,MB2
13089021709,D1,55,4396,9.728433333333333,MB1
13135050115,D2,124,2942,9.729116666666666,MB2
13121010533,D1,58,581,9.730250000000002,MB3
13067031318,D5,50,1645,9.730283333333334,MB3
13063040538,D3,369,4788,9.732249999999999,MB3
13067030508,D1,570,1436,9.732916666666666,MB1
13067031113,D3,568,2118,9.741933333333332,MB2
13067030361,D2,487,1832,9.74335,MB2
13067031004,D4,567,2264,9.746466666666667,MB4
13135050763,D2,535,3362,9.746466666666667,MB2
13121010313,D1,49,3891,9.74735,MB2
13121007807,D3,57,2538,9.749233333333333,MB2
13089021912,D1,844,2271,9.752566666666667,MB4
13063040509,D5,216,4870,9.753383333333334,MB4
13121011902,D1,59,3796,9.753466666666666,MB4
13121011307,D4,58,3814,9.764016666666667,MB4
13089022013,D2,723,1157,9.775733333333333,MB3
13067030244,D1,488,1841,9.784500000000001,MB1
13135050631,D2,125,2947,9.787316666666667,MB2
13067030241,D1,488,1421,9.792266666666666,MB1
13089021306,D2,618,147,9.79415,MB3
13089023330,D5,696,4675,9.796816666666667,MB5
13135050105,D3,378,233,9.798383333333334,MB3
13089023432,D3,524,4573,9.80035,MB2
13063040625,D2,423,892,9.801449999999999,MB2
13089023440,D5,237,4650,9.801449999999999,MB5
13121011421,D1,46,31,9.80475,MB1
13089021917,D5,198,1190,9.806483333333334,MB5
13089021711,D1,314,4411,9.808983333333334,MB1
13089020700,D2,303,4947,9.81095,MB1
13063040410,D2,509,4832,9.81185,MB3
13089021813,D2,618,4377,9.812883333333334,MB2
13089021813,D3,617,4378,9.818783333333332,MB3
13089023426,D4,718,489,9.819483333333332,MB3
13067030910,D1,568,1461,9.819483333333332,MB2
13089023504,D3,305,473,9.820699999999999,MB3
13089023111,D5,198,210,9.823966666666667,MB5
13089021822,D2,617,1182,9.825666666666667,MB2
13063040204,D5,660,1940,9.835199999999999,MB4
13063040535,D2,658,912,9.835916666666666,MB3
13089023322,D2,724,4667,9.838866666666666,MB2
13089021712,D2,55,1252,9.842066666666666,MB2
13135050227,D1,344,3601,9.853066666666667,MB2
13067030324,D2,487,2247,9.856583333333333,MB2
13089023221,D5,523,4600,9.858333333333333,MB4
13135050744,D3,533,2793,9.85835,MB4
13135050437,D4,517,3524,9.861433333333334,MB4
13135050586,D1,268,3536,9.863716666666667,MB1
13067030341,D1,825,2056,9.864916666666666,MB1
13089023107,D3,302,188,9.865516666666668,MB3
13135050560,D1,344,3221,9.865933333333334,MB1
13121007708,D5,348,3910,9.872833333333334,MB3
13135050571,D2,269,3137,9.878466666666666,MB2
13089022502,D1,303,4536,9.879516666666666,MB2
13135050331,D4,616,3454,9.879783333333334,MB3
13135050520,D1,268,4951,9.879883333333334,MB1
13063040528,D5,369,935,9.881183333333333,MB4
13135050449,D4,618,3374,9.884916666666667,MB4
13121005000,D5,52,2590,9.885683333333333,MB4
13121010601,D3,216,4728,9.886733333333332,MB4
13121007810,D3,50,703,9.8875,MB3
13063040637,D3,422,888,9.890066666666666,MB3
13135050463,D2,617,2717,9.890366666666667,MB1
13121005300,D1,54,2596,9.89085,MB1
13089023317,D2,524,4637,9.89445,MB2
13121002801,D4,48,3749,9.912116666666666,MB2
13089023602,D2,303,2327,9.91725,MB2
13121009103,D1,59,1031,9.921133333333334,MB1
13067031218,D1,695,1901,9.925033333333333,MB1
13089023318,D4,237,4424,9.92555,MB3
13121007703,D3,348,443,9.927183333333334,MB4
13089022013,D3,724,1158,9.9277,MB4
13121010308,D1,53,3991,9.930399999999999,MB1
13067031110,D3,569,2208,9.934566666666665,MB3
13121010520,D1,841,761,9.937533333333333,MB1
13135050738,D3,529,2968,9.938516666666667,MB3
13067031412,D4,545,1744,9.939833333333333,MB4
13135050456,D3,617,3548,9.939866666666667,MB1
13067031315,D2,695,1447,9.943283333333333,MB1
13135050317,D1,618,1956,9.947033333333334,MB2
13067030272,D4,6,1679,9.947466666666665,MB3
13121004900,D5,52,2585,9.947683333333334,MB3
13089023603,D4,305,2334,9.951833333333333,MB3
13135050437,D5,314,3525,9.955549999999999,MB5
13135050554,D2,519,2892,9.95735,MB2
13089023107,D5,305,190,9.95965,MB4
13121006100,D3,48,2648,9.961900000000002,MB3
13089023411,D4,304,394,9.96675,MB2
13089021229,D1,46,1276,9.972716666666667,MB1
13063040421,D4,509,3669,9.991166666666667,MB4
13135050633,D1,125,3416,9.99245,MB1
13135050427,D2,517,4997,9.994533333333333,MB2
13089021911,D4,198,334,9.9965,MB4
13067030335,D1,46,2216,10.0001,MB1
13089021906,D4,722,4709,10.006466666666666,MB3
13089023442,D3,526,1303,10.0077,MB4
13121007002,D4,381,2404,10.010516666666666,MB4
13121009203,D1,55,536,10.011833333333334,MB1
13089023222,D4,723,4524,10.016466666666668,MB4
13121007710,D2,56,717,10.021983333333333,MB2
13121010518,D1,58,4031,10.022133333333333,MB2
13067030367,D1,825,1386,10.0242,MB1
13135050325,D2,618,3567,10.025216666666667,MB1
13067030110,D4,5,1569,10.025483333333334,MB4
13089023430,D2,524,4432,10.025566666666666,MB3
13067031318,D3,522,1643,10.025616666666668,MB4
13089023501,D3,305,3713,10.028133333333333,MB3
13121010524,D5,660,4030,10.029050000000002,MB3
13121002600,D3,57,2508,10.035266666666667,MB3
13121011100,D4,56,3734,10.038116666666667,MB3
13089023107,D4,722,189,10.041433333333334,MB5
13135050416,D5,525,500,10.048300000000001,MB3
13135050327,D3,616,3103,10.051799999999998,MB4
13121010532,D1,58,731,10.059183333333333,MB3
13067030236,D1,277,2086,10.059216666666666,MB1
13135050752,D4,529,2849,10.06035,MB3
13067031121,D4,569,1544,10.061216666666667,MB3
13135050745,D1,535,3581,10.0621,MB1
13089021309,D2,618,1177,10.063733333333333,MB2
13135050315,D2,616,427,10.077416666666666,MB2
13067031513,D3,521,1498,10.078633333333332,MB2
13135050236,D2,345,3207,10.08175,MB2
13135050454,D4,345,3484,10.087583333333333,MB4
13063040615,D2,715,1972,10.099116666666667,MB1
13063040527,D5,368,3655,10.100216666666666,MB4
13067031221,D1,695,1416,10.1071,MB1
13089021608,D1,55,1116,10.107116666666666,MB1
13063040614,D2,715,4812,10.114650000000001,MB2
13067030248,D4,825,2464,10.118266666666667,MB2
13121004900,D3,47,2583,10.119333333333334,MB4
13067030262,D1,567,1851,10.129583333333333,MB1
13063040521,D3,217,1948,10.131166666666667,MB4
13067030260,D4,487,4914,10.132816666666667,MB3
13089021208,D4,616,369,10.138116666666667,MB2
13067030247,D3,3,1548,10.13855,MB2
13121011434,D1,46,1011,10.140283333333334,MB1
13135050735,D4,529,2999,10.151333333333334,MB4
13121010005,D1,55,4256,10.153133333333333,MB1
13063040530,D4,369,919,10.155966666666666,MB4
13089021310,D4,616,1224,10.1562,MB3
13063040615,D3,651,1973,10.1624,MB2
13067030360,D1,46,1756,10.162483333333334,MB1
13089021301,D2,618,452,10.163183333333334,MB3
13135050317,D2,616,1957,10.163366666666667,MB3
13067030272,D3,825,1678,10.164983333333334,MB4
13067031113,D1,695,2116,10.165966666666666,MB3
13089021817,D5,690,4535,10.1682,MB4
13089023319,D3,523,4448,10.171216666666668,MB4
13135050764,D1,518,2841,10.172566666666667,MB2
13135050441,D3,517,3393,10.17305,MB3
13135050760,D2,519,3367,10.178133333333333,MB2
13121002300,D2,47,2487,10.181716666666667,MB2
13089023315,D3,523,5018,10.184866666666666,MB3
13067031317,D4,522,1394,10.188916666666668,MB4
13067031219,D1,695,1471,10.192083333333333,MB1
13089023216,D4,526,4419,10.192649999999999,MB2
13063040409,D5,716,4850,10.198966666666667,MB5
13121007604,D4,48,439,10.201183333333335,MB3
13135050736,D4,533,2834,10.201383333333332,MB4
13121010603,D3,56,4733,10.20515,MB3
13121008400,D5,50,2620,10.20745,MB4
13121011309,D4,49,724,10.207500000000001,MB3
13121008103,D5,56,3985,10.208166666666667,MB5
13121002802,D5,57,3795,10.208966666666667,MB4
13121005800,D4,57,2644,10.2118,MB4
13089023216,D1,722,4416,10.214666666666666,MB3
13135050330,D2,617,3507,10.21555,MB3
13135050621,D5,464,3325,10.216983333333333,MB1
13067031214,D2,695,1877,10.223116666666666,MB2
13121011901,D5,57,850,10.223133333333333,MB4
13135050228,D3,345,3188,10.2238,MB3
13089023320,D3,525,4633,10.232850000000001,MB3
13089023108,D4,690,194,10.23585,MB4
13067030370,D1,46,1626,10.235983333333333,MB1
13067030909,D3,567,1398,10.241866666666665,MB3
13121010540,D1,368,706,10.242799999999999,MB1
13063040537,D2,369,4782,10.245133333333333,MB2
13089021820,D1,198,1126,10.258533333333332,MB1
13135050329,D4,519,3404,10.259283333333334,MB4
13121010312,D5,522,3790,10.260016666666667,MB2
13121011307,D5,49,3815,10.2618,MB5
13121010126,D1,46,3936,10.267850000000001,MB1
13067030509,D1,570,2441,10.269533333333333,MB1
13067030254,D5,3,1615,10.275266666666665,MB5
13089023435,D2,525,4592,10.278216666666667,MB2
13121010003,D1,55,571,10.280399999999998,MB1
13067031111,D2,568,2282,10.280983333333333,MB2
13135050466,D3,519,2708,10.2828,MB3
13135050427,D3,345,4998,10.284666666666668,MB3
13135050230,D2,344,3172,10.28535,MB2
13089021204,D1,55,266,10.295733333333335,MB1
13121011301,D3,48,4288,10.296466666666667,MB3
13067031412,D5,568,1745,10.298933333333334,MB5
13089023434,D5,237,1080,10.301116666666667,MB3
13089023506,D4,304,484,10.30385,MB4
13121011802,D4,51,529,10.311683333333333,MB2
13067031319,D4,545,1874,10.312966666666666,MB5
13121009405,D1,55,531,10.317116666666667,MB1
13135050629,D2,61,3572,10.318999999999999,MB1
13063040527,D4,217,3654,10.321466666666668,MB5
13121011628,D1,616,3756,10.326716666666666,MB1
13121002600,D5,48,2510,10.32685,MB4
13089021823,D3,844,4613,10.327850000000002,MB3
13067030337,D1,46,2221,10.329366666666665,MB1
13135050326,D2,618,3107,10.331216666666668,MB1
13089021708,D2,690,1297,10.3343,MB2
13089023803,D1,54,4821,10.335199999999999,MB2
13135050588,D1,268,3076,10.3355,MB1
13063040418,D4,651,4759,10.338683333333334,MB4
13067031112,D2,568,2287,10.3391,MB2
13121010524,D3,368,4028,10.340033333333334,MB4
13063040306,D1,596,1376,10.3516,MB1
13121011309,D3,216,723,10.35285,MB4
13135050333,D1,345,3411,10.357716666666667,MB1
13135050463,D1,517,2716,10.363883333333332,MB2
13063040609,D4,715,4939,10.36495,MB1
13089023113,D5,722,220,10.366366666666666,MB5
13067030355,D3,570,1638,10.369033333333334,MB1
13063040422,D4,217,3684,10.373850000000001,MB2
13121010535,D1,53,4211,10.374666666666666,MB1
13121007602,D3,57,4383,10.3793,MB4
13121010518,D3,216,4033,10.380966666666666,MB3
13067030260,D3,4,4913,10.382200000000001,MB4
13067031514,D1,567,1551,10.383816666666666,MB1
13067030247,D2,488,1547,10.38825,MB3
13063040518,D3,660,4818,10.400283333333334,MB2
13067030264,D1,488,1511,10.400916666666665,MB1
13089023701,D2,303,1312,10.401250000000001,MB3
13121010524,D4,216,4029,10.40195,MB5
13067030274,D3,6,1673,10.402616666666667,MB3
13089023217,D4,844,4609,10.406849999999999,MB3
13089022401,D1,59,2756,10.41145,MB1
13135050455,D4,517,2804,10.412366666666665,MB2
13121010518,D4,217,4034,10.415866666666666,MB4
13135050324,D5,344,3170,10.416566666666666,MB2
13089022100,D5,724,4860,10.417916666666667,MB5
13135050754,D3,529,3473,10.4185,MB3
13089023215,D2,723,1112,10.423616666666668,MB3
