GEOID,dist_type,store_rowid,row,duration,mb_rank
13089021306,D1,314,146,5.523666666666667,MB1
13121006300,D4,52,2654,5.542050000000001,MB2
13135050237,D1,344,3201,5.545266666666667,MB1
13089023439,D1,302,4501,5.547066666666667,MB2
13135050449,D1,617,3371,5.552416666666667,MB1
13089021421,D1,55,1261,5.5569,MB1
13121011202,D1,348,3736,5.5733500000000005,MB1
13135050324,D1,616,3166,5.575266666666667,MB1
13135050449,D2,517,3372,5.577933333333333,MB2
13135050329,D2,618,3402,5.5842,MB1
13089023411,D1,302,391,5.585733333333334,MB1
13067031120,D1,569,1711,5.5872,MB1
13121007711,D2,49,3852,5.593100000000001,MB2
13067031417,D2,521,1492,5.60235,MB4
13089023222,D2,724,4522,5.613016666666667,MB2
13121006702,D1,48,3926,5.614949999999999,MB1
13063040625,D1,424,891,5.625183333333334,MB1
13089023504,D1,302,471,5.635583333333333,MB1
13067031006,D2,569,1412,5.663983333333333,MB2
13067030240,D1,488,4921,5.678583333333333,MB1
13089023330,D1,523,4671,5.703316666666667,MB1
13135050105,D1,125,231,5.707166666666667,MB1
13135050231,D1,344,3211,5.72075,MB1
13089023112,D2,690,412,5.724433333333334,MB1
13067030411,D1,570,2101,5.73795,MB1
13089023331,D2,526,4617,5.73925,MB1
13089023506,D3,303,483,5.7507166666666665,MB2
13121008302,D1,57,2611,5.751666666666667,MB1
13135050244,D1,344,3031,5.77485,MB1
13063040527,D2,659,3652,5.77745,MB2
13067031322,D3,62,1823,5.7774833333333335,MB2
13067031306,D2,63,2297,5.7890500000000005,MB1
13089023505,D2,303,477,5.789566666666667,MB1
13135050441,D2,345,3392,5.803816666666666,MB1
13135050331,D2,618,3452,5.809349999999999,MB2
13121001901,D1,59,4276,5.831833333333334,MB1
13121012000,D3,48,2398,5.833516666666667,MB1
13135050570,D1,268,3591,5.834816666666667,MB1
13135050733,D2,698,2972,5.851366666666666,MB2
13067031323,D4,64,1804,5.8566666666666665,MB3
13067030347,D2,487,1682,5.859916666666667,MB2
13135050452,D1,617,3551,5.861416666666667,MB1
13067030249,D1,488,1341,5.862166666666667,MB1
13089023313,D2,526,177,5.868316666666667,MB2
13067031318,D1,62,1641,5.88125,MB2
13063040529,D2,660,3647,5.8834,MB2
13089023112,D1,303,411,5.885666666666666,MB2
13121007602,D2,47,4382,5.88575,MB1
13089023328,D3,524,4563,5.886349999999999,MB3
13067031007,D1,568,1466,5.887366666666667,MB2
13089021607,D1,55,4601,5.888566666666667,MB1
13135050541,D1,345,2121,5.90235,MB1
13063040512,D2,660,4842,5.913333333333333,MB1
13089023209,D1,722,221,5.92425,MB2
13063040409,D2,509,4847,5.925883333333333,MB2
13135050460,D3,617,3388,5.931016666666666,MB2
13089023102,D2,690,142,5.9376,MB2
13135050754,D1,535,3471,5.941833333333333,MB1
13121011308,D4,56,4089,5.9429,MB2
13067030255,D1,487,1586,5.9502,MB1
13089023501,D1,303,3711,5.9584,MB1
13089023113,D2,303,217,5.961683333333334,MB2
13089023332,D1,523,1196,5.967266666666666,MB1
13135050435,D2,517,2017,5.9696,MB2
13135050447,D1,617,3476,5.970566666666667,MB2
13089021416,D1,55,5026,5.9776,MB1
13121001302,D1,59,4046,5.9795,MB1
13135050332,D2,618,3097,5.989949999999999,MB2
13121010305,D1,49,3896,5.99095,MB1
13063040523,D3,660,1998,5.991083333333333,MB2
13121005504,D2,48,742,5.996183333333334,MB1
13121008301,D4,50,2609,5.997766666666666,MB3
13067031122,D2,568,1457,6.00185,MB1
13089021410,D1,55,336,6.005166666666667,MB1
13067030700,D1,570,2241,6.01025,MB1
13089023432,D1,527,4571,6.011349999999999,MB1
13067031317,D2,62,1392,6.017766666666666,MB2
13135050439,D1,345,3631,6.020933333333333,MB1
13135050627,D1,268,3246,6.0259833333333335,MB1
13089022005,D3,198,2318,6.026816666666666,MB3
13067031416,D1,521,4891,6.040683333333333,MB1
13135050751,D1,535,2836,6.04275,MB1
13121006500,D3,52,2663,6.04315,MB2
13089023315,D1,525,5016,6.053333333333333,MB1
13135050327,D1,618,3101,6.060466666666667,MB1
13067031220,D1,695,1601,6.062766666666667,MB1
13089023330,D2,525,4672,6.0687999999999995,MB2
13089022016,D2,724,4622,6.0806000000000004,MB1
13121010135,D1,46,4116,6.08775,MB1
13067030909,D1,569,1396,6.097266666666667,MB1
13067030278,D2,487,2432,6.113166666666667,MB2
13063040522,D2,217,1992,6.12005,MB2
13121010538,D3,660,4043,6.1256,MB1
13089023219,D4,690,4584,6.127366666666666,MB1
13135050442,D1,519,3491,6.130866666666666,MB1
13067031316,D1,544,1651,6.132033333333334,MB1
13089023319,D1,526,4446,6.132116666666667,MB1
13063040632,D1,715,3676,6.13355,MB1
13067031306,D1,545,2296,6.140616666666667,MB2
13121006602,D1,47,4701,6.153716666666667,MB1
13089022011,D1,198,1201,6.157783333333333,MB1
13063040532,D2,658,3687,6.159233333333333,MB2
13121011100,D1,52,3731,6.161133333333334,MB1
13063040421,D1,651,3666,6.165066666666666,MB1
13089023212,D1,526,321,6.172466666666667,MB1
13135050624,D1,268,3226,6.179316666666667,MB1
13135050735,D1,535,2996,6.179683333333333,MB1
13089023445,D3,302,1088,6.181666666666667,MB3
13135050335,D1,616,2976,6.195233333333333,MB1
13089023436,D1,304,4576,6.200516666666667,MB1
13121004200,D2,57,2377,6.201383333333334,MB2
13067031006,D3,695,1413,6.205533333333333,MB3
13121007604,D1,56,436,6.2072,MB1
13121010529,D2,53,842,6.213666666666667,MB1
13135050454,D2,617,3482,6.221816666666667,MB2
13121011309,D2,56,722,6.226,MB2
13067031415,D2,545,1592,6.226816666666666,MB2
13121011310,D2,56,747,6.229299999999999,MB2
13089023331,D1,523,4616,6.2452499999999995,MB2
13089023442,D1,305,1301,6.2599833333333335,MB1
13089022100,D2,198,4857,6.263083333333333,MB2
13089023413,D2,305,397,6.2675833333333335,MB2
13135050440,D1,519,2886,6.2698,MB1
13089023448,D2,304,1097,6.270700000000001,MB2
13121010603,D2,216,4732,6.272983333333333,MB1
13121011301,D2,348,4287,6.2732,MB2
13121011307,D3,56,3813,6.282033333333334,MB2
13135050115,D1,125,2941,6.301,MB1
13067031209,D1,695,1,6.3098833333333335,MB1
13135050425,D1,517,506,6.310366666666667,MB1
13121010802,D2,48,3822,6.314566666666667,MB2
13089022014,D1,198,4441,6.315666666666667,MB1
13121011308,D1,216,4086,6.316016666666667,MB3
13089023000,D2,690,132,6.317416666666667,MB2
13063040521,D1,658,1946,6.325033333333334,MB1
13067031122,D1,695,1456,6.32525,MB2
13063040530,D2,660,917,6.335800000000001,MB1
13121008204,D2,50,3977,6.350383333333334,MB3
13063040637,D1,424,886,6.354566666666667,MB1
13121010219,D1,46,3841,6.369666666666666,MB1
13135050311,D1,618,2691,6.391383333333334,MB1
13063040523,D2,659,1997,6.3924666666666665,MB3
13089023114,D1,723,416,6.3998333333333335,MB2
13089023219,D1,723,4581,6.399966666666667,MB2
13135050318,D2,618,1962,6.417883333333333,MB2
13121010603,D1,348,4731,6.4187666666666665,MB2
13063040202,D2,658,4837,6.4417333333333335,MB2
13135050332,D3,616,3098,6.446383333333333,MB3
13135050105,D2,124,232,6.451033333333333,MB2
13135050734,D3,518,2983,6.454783333333333,MB2
13067031415,D3,64,1593,6.4593,MB3
13135050754,D2,697,3472,6.469966666666666,MB2
13063040512,D3,217,4843,6.4798,MB2
13121010527,D1,53,696,6.480883333333334,MB1
13067030233,D1,567,2151,6.481966666666667,MB1
13089020901,D1,54,1316,6.4821333333333335,MB1
13063040533,D3,660,928,6.483816666666667,MB2
13067030245,D2,488,1407,6.4907666666666675,MB1
13067030345,D2,570,2112,6.491633333333334,MB1
13135050110,D1,125,3461,6.492466666666667,MB1
13121011435,D1,46,961,6.499666666666667,MB1
13135050460,D2,517,3387,6.499783333333334,MB3
13135050749,D3,696,3333,6.502016666666666,MB1
13121006601,D3,52,4713,6.509933333333334,MB2
13121011612,D1,616,46,6.511166666666667,MB1
13063040509,D2,658,4867,6.512133333333334,MB3
13135050722,D3,696,2173,6.529066666666667,MB2
13121002801,D1,59,3746,6.531616666666666,MB1
13135050537,D1,345,2426,6.531983333333333,MB1
13121007100,D1,54,2361,6.532816666666666,MB1
13063040421,D2,716,3667,6.536216666666666,MB2
13121010529,D1,58,841,6.541183333333334,MB2
13067030111,D1,4,4896,6.5418666666666665,MB2
13121010508,D1,58,4721,6.5421000000000005,MB1
13121007001,D2,52,4367,6.543733333333334,MB1
13089021916,D1,723,1106,6.5594166666666665,MB2
13135050437,D2,618,3522,6.5825,MB2
13089023114,D4,722,419,6.588666666666667,MB3
13089023115,D2,723,247,6.618799999999999,MB3
13121011437,D1,46,4171,6.621616666666667,MB1
13121007301,D1,52,3886,6.637633333333333,MB1
13135050442,D2,345,3492,6.638599999999999,MB2
13067031119,D2,568,1897,6.647833333333334,MB2
13089023221,D3,724,4598,6.65185,MB2
13067030233,D2,569,2152,6.652950000000001,MB2
13063040634,D1,659,881,6.655133333333334,MB1
13135050448,D2,519,3012,6.658383333333333,MB2
13121010530,D3,53,873,6.659583333333333,MB1
13063040407,D3,381,4853,6.661433333333333,MB3
13135050330,D1,618,3506,6.661633333333333,MB1
13089022015,D1,723,1271,6.66275,MB2
13067031111,D1,695,2281,6.662933333333333,MB1
13067030412,D1,570,2051,6.669783333333333,MB1
13067030510,D1,570,1691,6.671283333333333,MB1
13089022205,D2,690,1282,6.675883333333333,MB1
13121000501,D1,59,1036,6.680033333333333,MB1
13121010532,D4,660,734,6.685816666666667,MB1
13135050447,D3,517,3478,6.691916666666667,MB3
13135050444,D3,519,3503,6.694933333333334,MB3
13135050461,D1,519,2811,6.695816666666667,MB1
13089022016,D3,198,4623,6.700616666666666,MB2
13067031322,D5,63,1825,6.70585,MB3
13135050329,D1,617,3401,6.709583333333333,MB2
13135050736,D1,535,2831,6.7115833333333335,MB1
13063040307,D2,596,2677,6.722366666666667,MB1
13121011100,D2,48,3732,6.726516666666667,MB2
13121010528,D1,53,681,6.72725,MB1
13121001001,D1,59,346,6.72895,MB1
13089021104,D1,55,1211,6.729,MB1
13067030364,D1,825,1726,6.729283333333333,MB1
13121007703,D2,49,442,6.7299500000000005,MB2
13135050450,D2,517,3382,6.730666666666666,MB2
13089021916,D4,690,1109,6.741783333333333,MB3
13063040512,D1,658,4841,6.743283333333333,MB3
13089023115,D4,198,249,6.747683333333333,MB4
13135050311,D2,616,2692,6.7491666666666665,MB2
13121980000,D1,52,361,6.752366666666666,MB1
13121008202,D3,51,2603,6.755816666666666,MB3
13089020902,D1,54,4451,6.7597,MB1
13135050466,D1,517,2706,6.761183333333333,MB1
13135050755,D2,697,2862,6.7645333333333335,MB2
13063040528,D2,660,932,6.7687333333333335,MB1
13121005700,D2,48,2637,6.769033333333334,MB1
13063040307,D1,509,2676,6.772266666666667,MB2
13121001701,D1,59,4281,6.78395,MB1
13121006000,D2,57,2682,6.79255,MB2
13089023321,D1,526,1236,6.796566666666666,MB1
13089023447,D2,305,4587,6.8006,MB2
13135050228,D1,344,3186,6.805383333333333,MB1
13067031412,D3,569,1743,6.8113166666666665,MB2
13121004400,D1,47,2566,6.818516666666667,MB1
13121008801,D1,51,3866,6.82865,MB1
13089022016,D1,723,4621,6.831366666666667,MB3
13063040420,D2,715,4762,6.831783333333333,MB2
13089022205,D1,198,1281,6.832866666666666,MB2
13067030410,D1,570,2071,6.835983333333333,MB1
13063040416,D2,596,1907,6.83685,MB2
13121012000,D5,52,2400,6.838916666666666,MB2
13089023114,D3,198,418,6.847583333333334,MB4
13089021817,D1,198,4531,6.84945,MB1
13067030272,D1,487,1676,6.8564,MB2
13121004100,D2,57,2562,6.857183333333333,MB2
13089023437,D1,304,4386,6.859566666666667,MB1
13089023325,D2,696,4552,6.85975,MB1
13121010518,D2,660,4032,6.8607499999999995,MB1
13063040510,D3,660,4873,6.8663,MB3
13063040425,D2,651,897,6.8719833333333336,MB1
13135050729,D2,697,2167,6.875016666666666,MB1
13121007001,D1,48,4366,6.878183333333333,MB2
13067030112,D2,4,1667,6.880866666666666,MB2
13067030348,D1,487,1596,6.890983333333334,MB1
13063040308,D2,596,1932,6.891766666666666,MB1
13063040534,D3,660,3658,6.8990833333333335,MB2
13135050555,D1,345,2896,6.9021333333333335,MB1
13067030511,D1,570,2436,6.903066666666667,MB1
13089023108,D1,303,191,6.911633333333333,MB1
13063040427,D2,715,4777,6.915266666666667,MB2
13063040425,D1,509,896,6.9214,MB2
